club_name,end_of_spell
De Treffers,2015-04-09
Aris Limassol,2014-05-11
PAE Veria,2013-09-30
EN Paralimniou,2013-05-31
AEK Larnaca,2011-11-20
Valletta,2010-05-30
Stal Alchevsk,2007-06-30
Maccabi Netanya,2006-06-12
M. Tel Aviv,2006-05-30
B. Jerusalem,2005-12-12
Metalurg D.,2004-06-30
Roda JC U19,2003-12-31
Napredak,2020-12-31
QD Jonoon,2018-06-13
Agrotikos,2016-02-07
QD Jonoon,2013-10-30
PAE Veria,2013-08-27
Partizan,2010-06-30
PAE Veria,2011-02-14
PAE Veria,2010-01-17
PAE Veria,2009-09-17
PAE Veria,2005-10-09
PAE Veria,2004-11-22
PAE Veria,2008-10-08
Kilkisiakos,2017-11-06
Aris Paleochor.,2017-06-30
Kampaniakos,2016-06-30
Iraklis Ampelo.,2015-11-23
Kampaniakos,2015-06-30
Makedonikos,2013-12-19
Pyrsos Grevenon,2009-06-30
PAE Veria,2008-06-30
Thermaikos,2006-03-07
Filippos Melikis,2018-11-07
PAOK Koulouras,2016-06-30
PAE Veria,1999-10-08
CS U Craiova,2023-06-16
CS U Craiova,2015-09-09
CSMS Iași,2013-06-04
FC Brasov,2012-11-12
Steaua Bucharest,2011-05-05
CFR Cluj,2010-11-25
Pandurii ,2010-05-12
Pandurii ,2009-11-01
CS Dacia Mioveni,2008-06-30
FC National,2007-04-26
Poli Timișoara,2006-10-23
FC Arges,2006-04-29
Otelul Galati,2004-12-15
U. Craiova,2003-09-30
Extensiv Craiova,2002-06-30
PAE Veria,1997-12-02
U. Craiova,1996-08-25
Rapid Bucharest,1995-06-30
Extensiv Craiova,1993-06-30
U. Craiova,1992-08-30
Extensiv Craiova,1988-12-31
Krya Vrysi,2000-11-19
PAE Veria,1994-10-03
PAE Veria,1989-06-30
Panserraikos,2022-11-22
Panserraikos,2022-05-20
Panserraikos,2022-06-30
Panserraikos,2021-06-30
Panserraikos,2021-05-16
Iraklis Kavalas,2019-07-09
Doxa Dramas,2018-01-22
Doxa Dramas,2014-02-06
Panachaiki,2012-07-25
APO Levadiakos,2011-08-28
PAS Giannina,2007-06-05
Asteras Tripoli,2007-01-05
AO Chaidariou,2006-06-08
Al-Ain Reserve,2023-06-30
Panserraikos,2022-01-02
Shabab Al-Ahli,2020-12-01
Bengaluru FC,2019-06-30
FC Locomotive,2016-10-20
Al-Duhail Res.,2015-10-11
Lekhwiya,2015-06-30
CF Amposta,2014-06-30
Torpedo Kutaisi,2013-12-31
FC Locomotive,2013-05-30
Loco Academy,2013-05-30
Espanyol Youth,2012-06-30
ASPIRE FD,2011-06-30
ASPIRE Academy,2010-06-30
AO Episkopi,2022-11-21
Apollon U19,2018-06-30
Panserraikos,2016-06-30
PAS Lamia,2015-10-15
Anag.Epanomis,2012-12-17
Anag.Epanomis,2013-06-30
Apol. Kalamarias,2010-06-30
Apollon U19,2012-06-30
Ap. Paralimniou,2020-03-04
Panserraikos,2016-01-31
Panserraik. U19,2015-11-24
Pigasos Serron,2015-07-13
Panserraikos,2012-01-23
Panserraikos,2011-10-11
Panserraikos,2011-06-30
Panserraikos,2010-02-02
Ap. Paralimniou,2006-06-03
Panserraikos,2004-06-30
Panserraikos,2001-01-29
Panserraikos,2000-06-30
Panserraikos,1999-11-08
Panserraikos,1997-06-30
Panserraikos,2008-12-15
Panserraikos,2005-10-09
Ferencváros,2012-08-20
Vecsés,2011-08-30
Vecsés,2010-12-06
Vecsés,2009-06-30
BFC Siófok,2008-11-15
FC Sopron,2007-09-27
Panserraikos,2005-10-02
Nyíregyháza,2005-06-30
Tatabánya,2004-06-30
LFC Haladás,2003-08-26
Hanoi ACB FC,2003-03-31
Honvéd FC,2002-06-30
Csepel FC,2001-12-31
Bihor Oradea,2000-12-31
Meg. Alexandros,2010-10-19
Panserraikos,2002-12-08
Panathinaikos,2020-07-14
PAO U17,2019-10-07
Panathinaikos,2017-02-22
Panathinaikos,2006-06-30
Panserraikos,1997-01-20
Panserraikos,1991-03-14
Panserraikos,1991-02-25
Panserraikos,1988-03-22
Panserraikos,1987-12-21
Anag. Artas,1998-03-13
Panserraikos,1984-06-30
Valur,1981-12-31
Panserraikos,1976-06-30
Gloria Buzau,1980-12-31
Farul Constanta,1980-06-30
U. Craiova,1978-12-31
Politehnica Iasi,1977-06-30
Petrolul,1973-06-30
Panserraikos,1971-04-13
Petrolul,1969-06-30
Flacara Ploiesti,1964-12-31
Panthrakikos,2024-06-30
Doxa Dramas,2023-06-30
Veria NPS,2021-07-05
Doxa Dramas,2020-07-31
D. Dramas U19,2020-01-21
Ana. Thalassias,2017-06-30
Panthrakikos,2023-05-17
MA Iasmou,2019-08-02
D. Proskyniton,2018-06-30
Panthrakikos,2014-11-10
Panthrakikos U20,2016-06-30
Panthrakikos,2016-12-12
Alex/polis FC,2022-06-30
Doxa Gratinis,2021-07-01
Sidirochori,2018-06-30
Panthrakikos U20,2017-06-30
Panthrakikos,2016-07-23
Panthrakikos,2016-04-30
Panthrakikos,2016-06-13
Panthrakikos,2013-09-21
Panthrakikos,2010-10-30
Panthrakikos U20,2013-05-10
Panthrakikos,2007-07-10
PAO Kosmiou,2014-06-30
Panthrakikos,2006-11-16
Panthrakikos,2006-10-20
PAS Giannina,2023-06-30
AE Larisa,2018-01-24
APO Levadiakos,2017-02-02
Panthrakikos,2015-06-30
Thrasyvoulos,2011-06-30
Thrasyvoulos,2010-05-16
Thrasyvoulos,2010-04-26
Thrasyvoulos,2003-02-16
PO Elassonas,2023-04-05
AO Trikala,2022-12-06
Dimitra Efxin.,2022-06-30
Diagoras Stef.,2021-07-20
GS Almyrou,2019-12-12
Pyrasos,2018-05-15
Olymp. Volou,2023-06-30
Olymp. Volou,2023-03-13
AS Agia Anna,2022-06-30
Thiseas Agrias,2024-06-30
Olymp. Volou,2021-11-27
Thiseas Agrias,2021-05-06
Oly. Volou U19,2019-08-23
Olymp. Volou,2018-08-03
Magnisiakos,2018-07-27
Akritas Chlor.,2017-06-30
Pyrasos,2014-09-15
OF Ierapetras,2024-06-30
Niki Volou U19,2023-05-23
Thiseas Agrias,2022-01-21
Volos NPS U19,2021-11-22
Olymp. Volou,2021-04-29
Volos NPS,2020-07-23
Volos NPS U19,2020-02-12
AO Sellanon,2019-06-30
Niki Volou,2018-06-10
Niki Volou,2016-06-30
Pyrasos,2016-04-11
AS Kastoria,2023-01-25
Olymp. Volou,2021-04-28
Olymp. Volou,2020-07-13
PAS Florina,2019-01-19
Olymp. Volou,2019-12-02
Diag.Ag.Parask,2019-06-30
Nestos,2018-01-08
Ethn.Alex/polis,2016-03-24
Zakynthiakos,2014-12-02
Evros Soufliou,2014-04-22
Tilykratis,2012-12-19
APS Zakynthos,2010-10-03
PAE Thraki,2008-06-30
Volos NPS,2024-06-30
Volos NPS,2022-06-30
Volos NPS,2021-12-05
Volos NPS,2021-06-30
Volos NPS,2021-04-19
Olymp. Volou,2017-11-27
Olymp. Volou,2017-04-03
AE Diminiou,2016-05-31
Dimitra Efxin.,2015-11-30
Niki Volou U20,2015-06-30
AS Sarakinos,2014-12-01
AE Diminiou,2013-05-01
APS Ag. Parask.,2010-06-01
APS Ag. Parask.,2008-03-31
AE Diminiou,2007-05-31
Olymp. Volou,2016-02-01
Oly. Volou U19,2016-01-07
Olymp. Volou,2013-01-23
Oly. Volou U19,2011-06-30
Olymp. Volou,2003-06-30
Olymp. Volou,2001-12-03
PAS Lamia,2020-12-15
PAS Lamia,2017-06-30
Olymp. Volou,2009-06-30
Olymp. Volou,2008-12-28
AO Xanthi,2020-09-03
Tilykratis,2012-10-11
Skoda Xanthi,2010-06-30
Xanthi U20,2010-06-30
Olymp. Volou,2005-10-24
Olymp. Volou,1990-03-11
Dep. Cuenca,2022-12-31
Tristan Suarez,2021-12-31
CA Mitre,2021-11-15
Club Blooming,2021-01-04
SD Aucas,2019-12-31
Independiente,2018-06-28
Dep. Cuenca,2017-12-31
Sarmiento Junin,2016-11-01
Gimnasia (J),2015-12-31
Crucero,2015-04-22
Argentinos Jrs.,2013-02-22
Lanús,2012-06-30
Lanús II,2010-11-15
Benfica YL,2023-06-30
Benfica B,2023-06-30
Benfica U23,2022-06-30
Benfica YL,2022-06-30
Panetolikos,2019-10-11
Guimarães U23,2019-06-30
Vit. Guimarães,2018-06-30
Panetolikos,2018-01-11
Panetolikos,2014-05-15
PAOK Salonika,1991-06-30
SC Covilhã,2022-10-03
Sporting B,2020-06-30
Sporting CP U23,2020-06-30
Sporting CP,2019-09-27
Sporting CP U23,2019-09-03
Jumilla,2019-06-30
Debrecen,2017-05-22
Ittihad Alex,2016-03-09
Marítimo,2015-03-02
Sporting CP,2009-11-15
Sporting B,2003-02-17
Sporting B,2003-02-03
Panetolikos,2009-06-30
Panetolikos,2008-03-03
Panetolikos,2007-06-30
Aris Rethymnou,2022-12-28
Asi Gonia,2022-06-30
AO Neos Asteras,2017-12-10
AO Episkopi,2017-10-10
Platanias,2009-10-26
Panetolikos,2008-02-28
Panetolikos,2001-12-03
Panetolikos,2004-10-18
THOI Lakatamias,2009-06-30
Panetolikos,2001-03-18
Panetolikos,1998-03-03
Panetolikos,1996-11-22
PAS Korinthos,1981-11-13
Doxa Dramas,2024-06-30
APS Zakynthos,2022-12-04
PAO Rouf,2021-01-01
PAS U19,2019-06-30
Agiou Tychona,2018-06-30
AS Leonidiou,2015-10-29
AO Glyfadas,2015-06-30
Doxa Dramas,2022-12-02
Nestos,2022-06-30
AO Xanthi U19,2021-07-21
Nestos,2020-09-04
Aris Avatou,2018-06-30
AE Larisa,2020-11-22
Doxa Dramas,2018-01-21
Doxa Dramas,2014-02-27
D. Dramas U19,2012-06-30
Unknown,2015-03-16
Doxa Volaka,2015-02-05
Doxa Dramas,2010-03-22
Vyzantio,2015-01-18
Doxa Dramas,2007-11-12
Doxa Dramas,2006-08-31
Pandramaikos,2005-02-24
ILTEX Lyki,1999-05-17
Doxa Dramas,1997-09-29
Doxa Dramas,1997-01-21
Od. Anagennisis,2008-12-11
Doxa Dramas,2007-11-05
Doxa Dramas,1984-10-08
Hatta Club,2022-10-03
Hajer,2022-05-31
Emirates Club,2021-06-30
Belasica,2019-04-15
Al-Dhafra FC,2018-06-30
Hatta Club,2017-10-07
Pelister Bitola,2015-05-18
Al-Qadsiah FC,2014-10-12
Najran SC,2013-12-31
Al-Taawoun,2013-02-20
Najran SC,2012-06-30
Simurq,2011-07-19
Simurq,2011-07-01
A. Geroskipou,2010-06-30
FC Baku,2010-09-24
Ethn. Piraeus,2007-02-27
Vihren,2007-03-01
Niki Volou,2006-08-22
AGS Kastoria ,2006-04-19
Doxa Dramas,2005-03-24
AGS Kastoria ,2004-03-24
Vardar,2003-06-30
Júbilo Iwata,2000-08-31
Sileks,1999-06-30
Macedonia,1999-12-31
Vojvodina,1996-06-30
Vardar,1995-06-30
CSKA Sofia,1994-03-26
Vardar,1993-05-31
Pelister Bitola,1990-06-30
PAOK U20,2013-06-30
Visaltiakos,2010-06-30
Doxa Dramas,2004-04-05
Doxa Dramas,2003-11-13
Doxa Dramas,1997-06-30
Doxa Dramas,1984-04-01
Doxa Dramas,1979-10-30
Doxa Dramas,1995-10-05
Doxa Dramas,1987-02-24
Doxa Dramas,1995-10-02
Doxa Dramas,1994-12-12
FK Srem,2014-06-30
Nea Salamis,2001-02-26
APOEL Nicosia,1999-05-31
EN Paralimniou,1994-06-30
Doxa Dramas,1991-01-21
Doxa Dramas,1986-12-15
Anorthosis,1984-06-30
Doxa Dramas,1980-06-30
AS Rodos,2022-03-07
Platanias,2021-06-30
Platanias U19,2020-06-30
Panakrotiriakos,2019-12-31
Aris Soudas,2021-11-01
Aris Soudas,2021-03-05
Platanias,2017-11-12
Platanias U20,2017-06-20
Platanias U20,2013-05-21
Platanias,2012-06-30
PGS Kissamikos,2010-06-30
PAOK Salonika,2016-06-30
Platanias,2015-03-15
Platanias,2015-06-30
MA Ag. Marinas,2024-06-30
Filippos Melikis,2021-10-26
Nea Artaki,2019-09-13
Nea Artaki,2019-06-30
AO Chalkis,2019-01-15
PGS Kissamikos,2015-06-30
Platanias,2012-03-28
Iraklis,2009-03-22
Apol. Kalamarias,2008-07-03
PAE Veria,2007-06-30
Eolikos,2020-06-30
AEL Kalloni,2017-05-22
AEL Kalloni,2016-12-28
AEL Kalloni U20,2016-12-28
AEL Kalloni U20,2015-06-30
Eolikos,2007-05-14
APS Zakynthos,2022-08-23
Iraklis,2021-09-03
Aris Limassol,2016-10-24
AEL Kalloni,2015-12-20
AEL Kalloni,2015-08-06
APS Zakynthos,1999-06-30
AEL Kalloni,2011-06-30
AEL Kalloni,2011-01-20
AS Fokikos,2012-03-01
AEL Kalloni,2011-01-06
AS Fokikos,2010-06-30
GS Ilioupolis,2023-06-30
Panachaiki,2018-06-30
Acharnaikos,2017-03-16
Acharnaikos,2017-04-18
GS Kallithea,2016-08-13
Niki Volou,2016-04-26
Olymp. Volou,2015-01-15
Ira. Psachnon,2014-11-03
Fokikos U19,2013-06-30
Wydad AC,2023-07-10
Abha,2022-10-08
FAR Rabat,2022-07-16
Simba SC,2021-01-07
OH Leuven,2015-11-27
Niki Volou,2014-10-01
Niki Volou,2014-09-14
FC Den Bosch,2018-04-30
FC Den Bosch,2017-06-30
Sparta R.,2014-03-12
PSV Eindhoven,2009-11-16
ADO Den Haag,2008-06-30
Sparta R.,2007-02-13
Roda JC,2005-06-30
FC Den Bosch,2002-06-30
Niki Volou,2013-12-16
B. Banja Luka,2022-06-04
Zeljeznicar,2021-12-28
RNK Split,2020-11-14
Zmaj Makarska,2017-06-14
Hajduk U19,2016-06-30
Hajduk Split,2015-06-30
Hajduk U17,2015-04-23
Hajduk Yth.,2014-08-01
Niki Volou,2013-02-10
P. Biograd,2011-05-14
BSK Zmaj Blato,2010-06-01
HNK Krka Lozovac,2008-06-15
Niki Volou,2005-03-07
Synot,2003-08-17
Niki Volou,2004-06-30
Pyrasos,2014-11-12
Niki Volou,2003-04-28
Anag. Karditsas,2006-04-05
PAS Lamia,2005-10-11
AGS Kastoria ,2003-02-11
FAS Naousa,2001-06-30
Niki Volou,2000-06-30
FAS Naousa,2000-01-24
FAS Naousa,1996-10-14
Niki Volou,1999-05-10
Niki Volou,1999-04-26
Niki Volou,1998-12-07
AE Kifisias,2023-06-30
Olympiakos N.,2021-12-22
Jeunesse Esch,2021-06-30
PAS Lamia,2020-10-06
AE Karaiskakis,2020-06-24
AOX Kissamikos,2018-12-10
Ermis Zonianon,2017-06-13
PASA Irodotos,2016-06-16
AO Tympakiou,2015-01-14
AS Fokikos,2018-10-23
AS Fokikos,2016-06-30
PAS Lamia,2015-12-13
PAS Lamia,2015-06-30
AS Fokikos,2015-01-09
AS Fokikos,2014-12-30
PAS Lamia U20,2020-06-30
AE Istieas,2017-06-30
PAS Lamia,2013-06-30
PAS Lamia,2008-12-02
Niki Volou,2014-09-10
Peramaikos,2013-11-04
AEK Athen U20,2013-07-24
AO Nea Ionia,2009-06-30
PAS Lamia,2008-06-30
Fostiras,2008-01-21
Diagoras,2007-06-30
LDU Portoviejo,2020-11-20
CD El Nacional,2019-12-31
Long An FC,2013-07-09
Club San José,2011-12-31
Long An FC,2011-03-28
Najran SC,2009-06-30
FC Dinamo,2008-07-28
PAS Lamia,2007-08-29
Makedonikos,2008-06-30
Defensa,2007-06-30
ADI Metapán,2005-06-30
Alianza FC,2003-12-24
Estudiantes,2001-11-12
San Carlos,1999-11-28
Def. Cambaceres,1997-11-18
Ag. Dimitrios,2008-10-20
Vyzas Megaron,2006-06-30
Acharnaikos,2002-09-26
Panelefsiniakos,2001-01-21
PAS Lamia,2000-12-04
Eolikos,2023-06-30
AE Chalandriou,2022-06-30
Eolikos,2021-06-30
GS Marko,2020-07-31
Ilysiakos,2019-04-04
PAO Rouf,2016-06-30
AE Kifisias,2016-02-18
AO Pefkis,2012-10-30
Panegialios,2024-06-30
PO Fikis,2023-03-07
AS Meteora,2020-11-02
Mavri Aeti,2018-06-30
Panegialios,2023-01-03
APS Patrai,2022-06-30
D.Vrachneikon,2019-11-04
Panegialios,2021-05-06
Panegialios,2018-01-18
Panegialios,2017-11-30
Panegialios U19,2017-07-16
Panachaiki,2020-01-30
Panachaiki,2019-06-30
Panegialios,2015-10-30
Thyella Patron,2004-03-15
Panegialios,2003-06-30
Panegialios,2002-12-02
Panegialios,2002-06-30
Panegialios,2001-10-22
Panegialios,1999-12-20
Vyzas Megaron,2004-01-05
Panegialios,2002-09-09
Ethn. Piraeus,1998-09-14
Ethn. Piraeus,2001-02-11
Panegialios,1999-11-28
Doxa Vyronos,1997-03-27
PO Atsaleniou,2021-06-30
PASA Irodotos,2020-06-11
Niki Sitias,2020-01-30
PASA Irodotos,2021-08-17
PO Atsaleniou,2020-06-30
Platanias U20,2018-06-30
OF Ierapetras,2017-06-22
AO Giouchtas,2024-06-30
Panelefsiniakos,2022-12-19
AO Porou,2022-06-30
AE Mykonou,2021-04-01
AS Ano Meras,2020-06-30
Panthiraikos,2018-10-30
Aris Saloniki,2017-02-24
Ap. Paralimniou,2024-06-30
PAS Korinthos,2023-02-05
Aris Soudas,2022-04-01
Almyros Gaziou,2021-04-19
OFI Crete FC,2021-10-11
AE Polykastrou,2007-03-07
PAE Thraki,2006-10-19
FS Kozani,2006-06-30
Agrotikos,2005-06-30
FS Kozani,2000-11-26
AO Episkopi,2022-05-01
PAO Krousona,2016-01-24
AO Episkopi,2015-09-11
AO Episkopi,2015-08-03
Panathinaikos,2014-06-30
Panathinaikos,2010-06-30
Panathinaikos,2007-06-30
Panathinaikos,2005-06-30
Almyros Gaziou,2003-06-30
Panathinaikos,2002-06-30
PO Atsaleniou,2002-06-30
Panelefsiniakos,2017-06-12
Ethn. Piraeus,2022-12-14
Panelefsiniakos,2017-06-30
Panelefsiniakos,2017-02-07
An. Giannitson,2014-06-30
Olymp. Volou,2022-02-21
Aittitos Spaton,2019-03-22
AO Chalkis,2018-06-30
PAS Korinthos,2015-06-30
Vyzas Megaron,2014-04-10
PAS Korinthos,2011-06-30
Pelopas Kiatou,2007-01-26
Panelefsiniakos,2006-10-30
Panelefsiniakos,2002-01-11
Panelefsiniakos,2001-04-08
Ethn. Piraeus,2004-11-01
Acharnaikos,2001-06-04
Panelefsiniakos,2001-01-01
APO Keratsini,1999-03-25
GAS Ialysos,1998-11-16
AE Larisa,2021-01-08
Olymp. Volou,2013-01-03
Panionios,2010-06-30
Panelefsiniakos,2000-04-16
Panelefsiniakos,1999-01-20
AO Chaidariou,2009-11-09
Panelefsiniakos,1999-08-30
FAS Naousa,2024-06-30
FAS Naousa,2022-07-14
FS Kozani,2021-10-29
Kampaniakos,2021-04-29
GAS Rodochoriou,2020-06-30
Makedon. Foufas,2018-06-30
Kampaniakos,2017-06-30
FAS Naousa,2016-04-05
Filippos Melikis,2015-06-30
Unknown,2014-10-20
FAS Naousa,2014-04-26
PAE Veria,2013-10-01
Niki Agathias,2011-06-30
Unknown,2010-12-04
Nireas Verias,2010-06-30
PAE Veria U20,2009-06-30
FAS Naousa,2022-10-01
FAS Naousa,2022-09-03
FAS Naousa,2019-01-20
FAS Naousa,2018-06-30
FAS Naousa,2015-06-30
Anag. Karditsas,2024-06-30
Panarkadikos,2020-10-26
FAS Naousa,2017-05-31
Edessaikos,2015-11-15
Krya Vrysi,2015-06-30
Aetos Skydras,2013-06-30
Aetos Skydras,2012-03-24
Almopos,2010-11-30
Olymp. Galata,2010-06-30
AE Karaiskakis,2021-02-07
MA Ag. Marinas,2020-01-12
Ap. Larisas,2019-06-30
Kerav. Episkop.,2017-06-30
FAS Naousa,2014-06-30
FAS Naousa,2014-02-19
Los Caimanes,2015-06-30
Sport Boys,2012-07-02
FBC Melgar,2011-05-16
San Martín U20,2010-12-31
FBC Melgar,2009-08-30
Juan Aurich,2008-07-17
FAS Naousa,2005-10-06
Universal,2004-12-31
Rubio Ñú,2003-12-31
FAS Naousa,2000-01-31
FAS Naousa,1994-06-30
FS Kozani,1998-01-23
FAS Naousa,1993-11-01
GAS Ialysos,2022-12-12
GS Ilioupolis,2022-05-23
GAS Ialysos,2021-07-25
Th. Kamariou,2020-06-30
Palliniakos,2019-06-04
AO Atlantis,2017-05-21
Olymp. Liosion,2015-06-30
Charavgiakos,2014-11-24
Elpis Ag. Anar.,2014-02-10
Unknown,2013-02-09
Ag. Anargyroi,2012-06-30
Olymp. Liosion,2011-11-21
Olymp. Volou,2022-06-19
Ol. Ag.Stefanou,2021-07-28
AO Anixis,2021-05-26
AO Anixis,2019-07-18
Agia Eleousa,2013-01-17
Ethn. Piraeus,2012-02-28
Ethn. Piraeus,2011-03-08
Eth. Piräus U19,2010-10-20
PAS Giannina,2009-09-07
AO Agersani,1998-12-09
Eolikos,1998-05-28
Agia Eleousa,1997-12-18
Cova Piedade,2018-09-05
Louletano,2015-12-07
Al-Raed,2011-10-16
Al-Wehda,2010-06-30
Ethn. Piraeus,2009-04-20
MC Oran,2008-02-03
MC Oran,2007-09-24
JSM Bejaia,2006-10-03
Maia,2006-06-30
Tirsense,2001-06-30
Paços Ferreira,1998-09-28
Leiria,1997-01-20
Tirsense,1996-10-21
Coimbra,1995-12-18
Tirsense,1995-06-30
Maia,1992-12-31
Ovarense,1992-06-30
Maia,1992-05-31
Nacional,1991-12-23
Varzim,1991-05-27
Torreense,1991-03-18
Leiria,1990-06-30
Rio Ave,1989-11-27
Olympiacos,2020-02-03
Ethn. Piraeus,2008-06-30
Ethn. Piraeus,2006-12-04
Ethn. Piraeus,2004-12-23
Ethn. Piraeus,2003-01-14
Ethn. Piraeus,2002-11-05
Ethn. Piraeus,2000-01-17
Ethn. Piraeus,1999-06-30
Ethn. Piraeus,1999-10-17
Ethn. Piraeus,1996-03-12
Ethn. Piraeus,1980-04-02
Ethn. Piraeus,1979-06-30
AE Chanion,2002-04-01
Kilkisiakos,2001-06-30
AGS Kastoria ,1997-09-22
Ethn. Piraeus,1995-08-31
Omonia Nikosia,2016-06-30
Zeljeznicar,2007-01-01
Apol. Limassol,2004-11-02
Apol. Limassol,2006-06-30
Sutjeska Niksic,2002-06-30
EN Paralimniou,2000-06-30
Apol. Limassol,1998-10-23
Ethn. Piraeus,1994-11-07
Ethn. Piraeus,1992-01-27
Ethn. Piraeus,1983-10-18
Ethn. Piraeus,1977-10-11
Ethn. Piraeus,1976-12-06
AS Rodos,1983-06-30
Ethn. Piraeus,1982-06-30
PAS Korinthos,1981-06-30
Ethn. Piraeus,1981-01-10
Ethn. Piraeus,1980-10-14
Ethn. Piraeus,1969-09-30
Ethn. Piraeus,1968-05-06
Ethn. Piraeus,1967-03-28
AGOVV,1966-06-30
BVV,1963-06-30
Stormvogels,1961-06-30
FC Dordrecht,1960-06-30
ÖMV Stadlau,1957-06-30
Diagoras,2020-06-30
Diagoras,2019-10-14
Diagoras,2019-06-30
Diagoras,2015-04-02
Diagoras,2014-01-16
AERA Afantou,2012-09-09
Diagoras,2011-07-19
Diagoras,2009-12-06
Diagoras,2010-09-30
Diagoras,2023-04-27
Chania,2022-05-28
GAS Ialysos,2020-02-12
GAS Ialysos,2021-06-30
AS Rodos,2006-02-02
GAS Ialysos,2020-01-23
GAS Ialysos,2019-11-19
GAS Ialysos,2019-11-14
Ast. Pastidas,2019-06-30
AS Rodos,2022-06-30
GAS Ialysos,2018-12-09
GAS Ialysos,2019-12-21
AS Rodos,2016-10-04
AS Rodos,2018-07-25
PAOK Salonika B,2024-06-30
PAOK U17,2021-06-30
PAOK U17,2019-06-30
GAS Ialysos,2017-10-23
AO Trikala,2017-01-12
PAOK Salonika,2016-09-05
AS Rodos,2008-02-13
GAS Ialysos,2001-06-30
GAS Ialysos,2000-06-30
GAS Ialysos,2000-11-20
GAS Ialysos,2000-01-24
GAS Ialysos,1998-11-23
Pierikos,2024-06-30
Pierikos,2018-01-22
Ach.Neokesarias,2017-04-04
Pierikos,2016-03-09
Pierikos,2014-09-08
AS Rouvas,2013-02-27
Vataniakos,2012-12-17
Pont. Katerini,2010-10-07
AS Fokikos,2009-08-24
Pyrsos Grevenon,2008-10-10
Ethn.Katerinis,2007-10-05
Eth. Keramidiou,2022-03-14
AE Karitsas,2021-06-30
Pierikos,2019-10-28
Eolikos,2019-06-30
Elp. Skoutareos,2018-02-28
Pydna Kitrous,2016-10-30
Ach.Neokesarias,2015-06-30
AE Sparti,2019-04-11
Pierikos,2018-11-11
Ach.Neokesarias,2017-05-23
AGS Kastoria ,2014-12-08
AEK Athens,2019-02-01
Panathinaikos,2018-05-01
Panionios,2016-08-31
Aris Saloniki,2014-04-30
Pierikos,2012-11-13
Vataniakos,2012-06-30
Pierikos,2009-06-30
PAS Lamia,2018-06-30
Pydna Kitrous,2016-11-09
Pierikos,2009-04-06
Pierikos,2008-03-14
Pierikos,2007-10-01
Pierikos,2006-06-30
Pierikos,2000-06-30
Pierikos,1993-06-30
Pierikos,1992-12-15
Pierikos,1984-12-10
Pierikos,1978-01-02
Pierikos,1984-11-12
Vasas SC,2002-06-30
Vasas SC,1999-07-31
Vasas SC,1995-06-30
Vasas SC,1995-03-19
Vasas SC,1988-12-31
Vasas SC,1986-04-30
Vasas SC,1984-12-31
Vasas SC,1983-06-30
Pierikos,1981-12-31
Admira/Wacker,1979-05-19
Vasas SC,1977-06-30
Pierikos,1971-05-31
Vasas SC,1969-12-31
Vasas SC,1965-11-11
Vasas SC,1963-08-03
Vasas Jgd.,1957-11-26
AS Irinoupolis,2015-06-14
Lefkadia,2013-02-11
AS Kastoria,2023-08-16
Edessaikos,2023-06-30
Edessaikos,2022-11-30
Anag. Karditsas,2021-12-04
Anag. Karditsas,2021-07-15
Eth. Keramidiou,2021-03-29
GS Almyrou,2021-02-26
AE Karitsas,2019-12-02
AO Sellanon,2018-10-29
Olymp. Volou,2017-10-27
Athlopolis,2017-03-05
Chersonisos,2016-12-07
AO Giouchtas,2015-06-30
AS Rouvas,2015-02-17
Pierikos,2014-06-30
AS Rouvas,2013-10-28
AS Rouvas,2013-06-30
Vataniakos,2012-11-13
Iraklis,2012-06-30
Ap. Larisas,2021-02-08
Anag. Karditsas,2020-06-30
Ik. Tsaritsanis,2020-01-21
AE Larisa U19,2019-06-30
Iraklis Larisas,2018-06-11
Astr.N.Politias,2015-06-30
M. Terpsitheas,2012-06-30
GS Almyrou,2021-06-30
Magnisiakos,2021-03-01
Anag. Karditsas,2020-02-18
Iraklis Sofadon,2019-06-30
Apol.Makrychor.,2019-06-30
Doxa Vyronos,2018-06-30
Dig. Neochoriou,2018-03-15
Apol.Makrychor.,2018-11-15
Atrom. Palama,2016-02-28
AO Karditsa,2013-09-16
Anag. Karditsas,2011-03-01
Anag. Karditsas,2008-11-03
Anag. Karditsas,2010-12-25
Anag. Karditsas,2008-11-10
Anag. Karditsas,2005-11-14
Anag. Karditsas,2004-11-22
Anag. Karditsas,2001-05-14
Anag. Karditsas,1999-08-30
Anag. Karditsas,2000-05-22
Anag. Karditsas,2000-03-30
Anag. Karditsas,2000-01-10
AS Giannitsa,2018-10-24
Krya Vrysi,2016-02-15
An. Giannitson,2012-06-30
Nafpaktiakos,2011-06-30
An. Giannitson,2010-06-30
An. Giannitson,2009-02-11
Amvr. Distomou,2017-09-30
AE Mesolongiou,2014-04-01
Nafpaktiakos,2010-10-07
Nafpaktiakos,2006-11-20
AS Rodos,2004-04-15
Nafpaktiakos,2023-06-30
Atr. Antirriou,2022-01-01
Nafpaktiakos,2018-01-20
Nafpaktiakos,2017-03-06
Atr. Antirriou,2016-06-30
Panetolikos U19,2020-06-30
Nafpaktiakos,2016-06-30
Aris Etolikou,2014-06-30
Omiros Neochor.,2011-06-30
AO Eleofytou,2009-06-30
Ap. Efpaliou,2021-06-30
Ap. Efpaliou,2020-06-30
