club_name,end_of_spell
SV Brachelen II,1969-12-16
Roda JC,1969-06-30
SC Jülich 1910,1968-06-30
Alem. Aachen,1966-06-30
A. Aachen II ,1965-10-19
Bremerhaven 93,1971-06-30
Alem. Aachen,1967-01-09
FSV Frankfurt,1966-06-30
TSV Marl-Hüls,1964-06-30
Duisburger SpV,1963-06-30
Alem. Aachen,1949-04-30
Alem. Aachen,1949-01-31
MVV,1963-06-30
Royal Antwerp,1961-06-30
Rapid JC,1958-06-30
MVV,1956-02-29
Alem. Aachen,1948-06-30
Karlsruher SC,2025-06-30
Karlsruher SC,2020-02-18
Karlsruher SC,2017-08-28
Karlsruhe U17,2017-04-09
Karlsruher SC,2020-02-03
Karlsruhe U17,2017-04-03
Karlsruhe U19,2020-06-30
Karlsruhe II,2018-06-30
Karlsruher SC,2018-07-30
Bahlinger SC,2016-12-29
Hamburger SV,2014-09-16
HSV Yth.,2014-06-30
St. Pauli II,2013-06-30
Ulsan Hyundai,2019-06-30
Karlsruher SC,2017-08-20
Karlsruher SC,2017-04-03
B. Dortmund U19,2015-06-30
HSV Yth.,2013-06-30
HSV Yth.,2010-06-30
HSV Yth.,2007-06-30
FV Ubstadt,2006-12-31
Saarbrücken,2021-06-30
Carl Zeiss Jena,2019-09-28
Karlsruhe U19,2018-07-30
Karlsruher SC,2016-12-21
Karlsruhe U19,2016-12-04
Karlsruhe U17,2015-11-30
TSV Reichenbach,2014-06-30
OSV Rastatt,2008-06-30
SV Sandhausen,2023-04-10
Karlsruher SC,2016-12-04
FSV Frankfurt,2015-06-30
FSV Frankfurt,2016-04-10
FC Ingolstadt,2013-06-30
RB Leipzig,2011-06-30
FSV Frankfurt,2009-10-04
Sonnenhof-Gr.,2021-06-30
Karlsruher SC,2021-05-10
SCR Altach,2013-01-04
Karlsruher SC,2011-10-31
VfR Aalen,2010-12-27
Hoffenheim II,2009-05-05
TSG Hoffenheim,2007-06-30
Bahlinger SC,2006-06-30
SV Sandhausen,2003-09-16
SKN St. Pölten,2018-02-16
1.FC K'lautern,2015-11-05
VfR Aalen,2013-12-23
Karlsruher SC,2010-10-31
RB Salzburg,2009-09-03
W. Burghausen,2006-12-14
Sturm U19,2004-06-30
Karlsruhe II,2005-01-12
Karlsruher SC,2005-01-12
Karlsruhe II,2000-11-30
TSV Reichenbach,1990-06-30
Galatasaray,2024-06-30
Bengaluru FC,2022-06-08
Frankfurt U19,2021-02-12
E. Frankfurt,2020-06-30
GZ Evergrande,2017-11-30
Cerezo Osaka,2014-09-08
TSG Hoffenheim,2011-06-30
Eintracht Trier,2006-10-29
Suwon Bluewings,2006-09-18
Karlsruher SC,2002-09-30
Karlsruhe II,2001-06-30
Karlsruher SC,2003-06-30
Karlsruher SC,2000-06-30
Schwetzing. U19,1991-06-30
DFL,2016-08-31
1.FC K'lautern,2016-04-04
VfL Bochum,2008-04-02
TuS Koblenz,2006-03-31
LR Ahlen,2003-11-13
Waldh. Mannheim,2003-06-30
Karlsruher SC,2002-09-25
B. Neunkirchen,2000-06-30
Karlsruher SC,2019-12-31
FV Weinheim,1991-06-30
Karlsruher SC,1983-06-30
Karlsruher SC,1978-06-30
SpVgg Amicitia,1964-06-30
Karlsruher SC,1968-06-30
R. Strasbourg,1976-06-30
R. Strasbourg,1975-10-31
Mulhouse,1975-06-30
R. Strasbourg,1972-06-30
R. Strasbourg,1971-06-30
R. Strasbourg,1970-10-06
Karlsruher SC,1967-10-24
R. Strasbourg,1966-06-30
AS Mutzig,1962-06-30
FCA Eggenstein,1976-06-30
SSV Reutlingen,1970-06-30
Karlsruher SC,1966-11-01
FK Pirmasens,1974-06-30
Ludwigsburg 07,1973-06-30
FC 08 Homburg,1972-06-30
B. Neunkirchen,1971-06-30
Frankenthal,1969-06-30
FK Pirmasens,1967-06-30
Karlsruher SC,1965-01-26
Chaux-de-Fonds,1962-06-30
Aschaffenburg,1962-10-01
FSV Frankfurt,1961-06-30
Karlsruher SC,1959-06-30
Karlsruher SC,1953-06-30
VfB Mühlburg,1949-06-30
KFC Phönix,1947-06-30
Karlsruher SC,1912-11-30
TSG Hoffenheim,2020-06-30
TSG Hoffenheim,2020-06-24
Hoffenheim,2019-06-30
Hoffenheim U19,2021-10-03
Hoffenheim U17,2017-03-07
Hoffenheim Yth.,2015-06-30
FC Nöttingen,2012-12-31
Ajax,2023-01-26
Ajax,2019-06-30
TSG Hoffenheim,2018-01-04
Twente FC,2015-08-30
Twente FC,2013-04-01
Twente FC,2014-06-30
Vitesse,2009-06-30
TSG Hoffenheim,2008-06-30
Hoffenheim II,2007-06-30
TSG Hoffenheim,2006-06-30
TSG Hoffenheim,2010-06-30
TSG Hoffenheim,2006-05-24
FCA Walldorf,2021-06-30
FCA Walldorf,2011-08-29
Hoffenheim II,2006-06-30
TSG Hoffenheim,2005-12-23
Hoffenheim II,2005-11-18
Waldh. Mannheim,1997-06-30
W. Mannheim U19,1996-06-30
Waldh. Mannheim,1995-12-14
Chio Waldhof 07,1995-12-03
TSG Hoffenheim,2000-03-12
FC Kufstein,1998-03-09
FSV Salmrohr,1997-03-09
Schweinfurt 05,1994-02-09
SpVgg Weiden,1993-06-30
TSG Hoffenheim,1999-09-30
TSG Hoffenheim,1999-03-14
FC Augsburg,2025-06-30
B. Dortmund II,2022-06-30
SV Rödinghausen,2020-06-30
Drochtersen/A.,2018-06-30
FC Winterthur,2021-12-09
Pr. Münster,2015-12-19
Dynamo Dresden,2012-12-09
FC Augsburg,2008-04-16
Spfr. Siegen,2007-09-30
FC St. Gallen,2006-04-10
Spfr. Siegen,2005-06-30
Liechtenst. U19,2003-07-30
FC Vaduz U18,1998-06-30
Liechtenst. U18,1998-06-30
A. Salzburg,2020-05-13
SB Traunstein,2015-11-15
Rot-Weiß Erfurt,2011-03-21
Rot-Weiß Erfurt,2010-03-25
FC Augsburg,2007-09-25
Schweinfurt 05,2004-06-30
SW Bregenz,2002-09-25
W. Burghausen,2000-10-23
Grazer AK,2000-04-07
Grazer AK,2000-03-02
Sonnenhof-Gr.,2022-06-30
Sonnenhof-Gr.,2021-02-25
Wormatia Worms,2014-03-11
SV Sandhausen,2013-06-30
FSV Frankfurt,2011-12-17
K. Offenbach,2009-10-06
Sonnenhof-Gr.,2007-12-31
K. Offenbach,2006-01-23
Schweinfurt 05,2003-11-18
SV Sandhausen,2002-06-30
Stuttg. Kickers,2000-09-26
FC Augsburg,2000-06-30
K. Offenbach,1999-10-24
SV Mörlenbach,1997-06-30
SV Sandhausen,1996-06-30
SV Mörlenbach,1994-06-30
FC Augsburg,1999-12-31
FC Augsburg,1981-05-31
FC Augsburg,1978-06-30
FC Augsburg U19,1995-06-30
TSG Hoffenheim,2023-06-30
FC Zürich,2020-10-06
Bahlinger SC,2018-06-30
SC Freiburg,2017-01-02
Hoffenheim U19,2012-05-22
1860 München II,2006-06-30
VfL Wolfsburg,2003-03-05
FC Augsburg,1999-11-30
FC Teningen,1999-06-30
Augsburg Yth.,1998-06-30
SC Freiburg,2017-06-30
SV Elversberg,2004-04-11
SV Wehen,2002-11-03
FC Augsburg,1999-06-30
B. Neunkirchen,1996-04-16
Eintracht Trier,1994-02-23
FC 08 Homburg,1992-08-23
FC 08 Homburg,1989-06-30
B. Neunkirchen,1990-06-30
FC 08 Homburg,1988-02-06
FC 08 Homburg,1987-06-30
FC Stätzling,2016-06-30
TSV Aindling,2007-11-03
SSV Reutlingen,2001-12-12
TSV Aindling,2000-06-30
FC Augsburg,1998-06-30
FC Augsburg,1996-12-31
FC Augsburg,1998-04-18
Vestenbergsgr.,1994-04-18
FC Augsburg,1990-05-31
Hannover 96,2019-03-31
SF Ricklingen,1998-10-27
Altona 93,1996-06-30
SVG Göttingen,1993-06-30
FC Augsburg,1990-04-30
Sachsen Leipzig,1990-09-29
FC Augsburg,1989-12-06
FC Augsburg,1989-10-04
FC Memmingen,1994-04-05
Türk SV München,1992-06-30
SpVgg Weiden,1991-09-01
FC Augsburg,1989-02-28
Offenburger FV,1991-06-30
FC 08 Villingen,1985-12-20
ESV Ingolstadt,1981-01-10
FC Augsburg,1979-06-30
Saarbrücken,1978-11-10
Stuttg. Kickers,1978-06-30
SpVgg Fürth,1977-06-30
Offenburger FV,1975-06-30
Siegburger SV,1971-06-30
FC Augsburg,1978-11-30
Eintr. Gelsenk.,1966-03-14
BC Augsburg,1964-06-30
FC Sion,1963-03-12
Worm. Worms U19,1961-06-30
BSC Oppau,1966-06-30
1.FC Pforzheim,1963-10-21
Chio Waldhof 07,1963-06-30
BC Augsburg,1959-12-31
FC 08 Homburg,1958-06-30
FV Speyer,1957-06-30
Wormatia Worms,1954-01-01
BC Augsburg,1952-06-30
Karlsruher FV,1951-06-30
Wacker Wien,1961-06-30
Kremser SC,1960-06-30
BC Augsburg,1958-12-31
Wacker Wien,1956-06-30
Admira Wien,1960-06-30
BC Augsburg,1953-06-30
Wiener SC,1951-06-30
Wiener SC,1948-06-30
SCR Hochstädt,1947-06-30
SC Helfort,1946-12-31
BC Augsburg,1947-06-30
BC Augsburg,1945-12-31
Waasl.-Beveren,2022-02-27
FC Thun,2020-10-05
FC Thun,2017-06-30
FC Thun,2015-10-05
FC Thun,2015-09-30
FC Thun U21,2013-06-30
Al-Riyadh,2023-06-30
Admira Wacker,2021-04-26
Hajduk Split,2019-12-19
Greuther Fürth,2019-02-04
Admira Wacker,2017-09-09
Hajduk Split,2016-06-01
SC Freiburg II,2007-06-30
MTV Ingolstadt,1992-06-30
Greuther Fürth,2018-06-30
Greuther Fürth,2017-09-09
Greuther Fürth,2017-08-28
SC Paderborn II,2016-06-30
Hes. Kassel II,2013-06-30
Hessen Kassel,2011-04-21
Hes. Kassel II,2008-05-10
Schwaben Augsb.,2023-08-17
Puskás AFC,2019-04-07
Greuther Fürth,2016-12-21
Gr. Fürth U19,2016-11-21
1.FC Heidenheim,2013-01-16
FC Augsburg U17,2012-06-30
TSV Rain/Lech,2008-08-12
DJK Lechhausen,2006-09-30
Gr. Fürth II,2014-06-30
Greuther Fürth,2013-06-30
Greuther Fürth,2013-03-11
Gr. Fürth II,2013-02-20
Eltersdorf,2012-12-31
Baiersdorfer SV,2010-08-08
Neustadt/Aisch,2010-06-30
1.SC Feucht,2005-06-30
1.SC Feucht,2001-10-11
AKA Klafu U18,2022-06-30
Bayern Hof,2010-04-15
Pierikos,2008-02-25
Arsenal,2007-09-30
FC Bayern Hof,2006-06-30
Greuther Fürth,2004-02-17
Arsenal,2003-12-29
Gr. Fürth II,2002-03-20
SG Sennfeld,2024-06-30
TSV Rannungen,2022-06-30
SV Elversberg,2014-04-14
Aschaffenburg,2013-04-23
TV Königsberg,2013-01-09
Schweinfurt 05,2008-09-21
Greuther Fürth,2003-12-29
Greuther Fürth,2001-10-29
Gr. Fürth U19,2001-10-26
DJK Waldberg,1999-06-30
Arm. Hannover,1991-01-06
Arm. Hannover,1987-09-13
Greuther Fürth,2023-06-30
Quelle Fürth,2007-06-30
Greuther Fürth,2001-10-26
Greuther Fürth,2000-11-19
Vestenbergsgr.,1996-06-30
Vestenbergsgr.,1993-04-20
SpVgg Bayreuth,1991-04-12
VfL Frohnlach,1989-12-31
SpVgg Fürth,1989-06-30
1.FC H'aurach,1987-02-27
1.FC H'aurach,1986-06-30
SpVgg Fürth,1996-06-30
Vestenbergsgr.,1991-06-30
Greuther Fürth,2018-03-22
Gr. Fürth Yth.,2003-02-21
SpVgg Fürth,1995-04-09
SpVgg Fürth,1986-06-30
SpVgg Fürth,1987-02-28
Darmstadt 98,1984-09-25
Union Solingen,1983-04-03
SpVgg Fürth,1982-06-30
VfR OLI Bürstadt,1981-06-30
All. Dudelange,1979-12-31
Eintracht Trier,1979-06-30
Union Luxemburg,1973-06-30
Hessen Kassel,1995-06-30
Schweinfurt 05,1991-11-17
MTV Ingolstadt,1991-06-30
Hessen Kassel,1989-09-14
SpVgg Bayreuth,1985-03-31
VfB 07 Coburg,1984-06-30
SpVgg Fürth,1983-06-30
K. Offenbach,1982-05-19
Saarbrücken,1981-06-30
SpVgg Fürth,1981-02-28
SAK 1914,1977-06-30
Wacker Berlin,1975-06-19
VfR Heilbronn,1974-11-02
B. Neunkirchen,1968-06-30
SpVgg Fürth,1965-06-30
SpVgg Fürth,1961-06-30
FV Biberach,1971-06-30
Wiener AC,1970-06-30
Wattens-Wacker,1962-06-30
FC Biel-Bienne,1961-10-20
Wacker Wien,1960-10-15
FC Biel-Bienne,1959-06-30
Grasshoppers,1958-06-30
SpVgg Fürth,1955-05-31
First Vienna FC,1953-06-30
SpVgg Fürth,1953-06-30
SpVgg Fürth,1948-07-31
SpVgg Fürth,1947-12-02
VfB Oldenburg,1956-06-30
SpVgg Fürth,1947-05-05
SpVgg Fürth,1947-03-17
SpVgg Fürth,1946-12-31
SpVgg Fürth,1946-01-31
SpVgg Fürth,1934-03-31
VfL Neckarau,1948-01-19
SpVgg Fürth,1946-04-30
SpVgg Fürth,1932-03-31
SpVgg Fürth,1922-05-31
SpVgg Fürth,1914-03-31
SpVgg Fürth,1911-04-30
B. Dortmund II,2023-02-06
F. Düsseldorf,2022-02-07
SC Freiburg II,2021-06-30
Rot-Weiß Erfurt,2015-12-15
Rot-Weiß Erfurt,2015-03-23
Rot-Weiß Erfurt,2012-09-08
RW Erfurt U19,2013-06-30
RW Erfurt Yth.,2015-06-30
RW Erfurt U19,2010-04-16
Genclerbirligi,2022-11-01
Kayserispor,2022-05-31
Ankaragücü,2021-06-20
Genclerbirligi,2020-09-10
Genclerbirligi,2020-08-11
F. Düsseldorf,2016-09-27
Düsseldorf II,2018-04-03
F. Düsseldorf,2015-06-30
Düsseldorf II,2015-02-22
Türkiyemspor,2010-10-11
Türkiyemspor,2010-04-15
Türkiyem. U19,2009-06-30
TeBe Berlin U19,2006-12-31
Berlin AK 07,2007-07-31
MSV Duisburg,2013-03-05
VfR Fischeln,2011-06-30
KFC Uerdingen,2009-09-14
F. Düsseldorf,2007-11-12
Düsseldorf II,2004-11-27
F. Düsseldorf,2003-06-30
Düsseldorf II,2002-06-30
Daytona Rush,2020-01-01
Watford,2017-06-30
Stuttg. Kickers,2013-09-09
Honvéd,2010-11-13
Marila Pribram,2009-05-04
SSC Napoli,2007-12-31
Waldh. Mannheim,2006-03-16
F. Düsseldorf,2004-11-15
Varese,2002-09-23
Rondinella,2002-06-30
Potenza SC,2001-06-30
De Graafschap,2000-06-30
De Graafschap,1999-09-29
De Graafschap,1999-08-30
King Faisal,1996-06-30
FC Bayern U17,1994-06-30
FC Bayern U16,1993-06-30
Spartak,2022-09-22
FK Olimpik,2021-06-30
Radnik Bijelj.,2020-11-16
Sloboda Tuzla,2018-06-08
Zeljeznicar,2017-07-23
Radnik Bijelj.,2016-08-23
Borac Cacak,2012-03-26
Rad,2011-09-18
Borac Cacak,2011-05-30
Zalaegerszeg,2008-04-30
Waldh. Mannheim,2005-12-23
F. Düsseldorf,2003-05-05
Carl Zeiss Jena,2001-05-19
Darmstadt 98,1999-09-30
Kickers Emden,2024-06-30
Rot-Weiß Erfurt,2018-05-02
Rot-Weiß Erfurt,2018-05-17
SC Paderborn,2017-04-16
Wormatia Worms,2013-09-29
Rot-Weiß Erfurt,2012-08-25
Rot Weiss Ahlen,2009-09-20
Kickers Emden,2009-04-16
A. Aachen II ,2007-06-30
F. Düsseldorf,2002-06-30
Düsseldorf II,2002-04-03
Düsseldorf Yth.,2011-06-30
SV Rosellen,2012-06-30
Düsseldorf U17,2007-06-30
Ratingen 04/19,2006-06-30
Düsseldorf II,2001-10-03
F. Düsseldorf,2002-04-02
Düsseldorf II,2001-06-30
VfL Osnabrück,2011-12-08
Wuppertaler SV,2010-04-02
Wuppertaler SV,2007-04-22
LR Ahlen,2002-12-18
Fortuna Köln,2001-12-19
F. Düsseldorf,2001-04-09
F. Düsseldorf,2026-06-30
F. Düsseldorf,2022-01-11
VfL Wolfsburg,2016-12-12
Werder Bremen,2012-11-14
F. Düsseldorf,1999-04-19
F. Düsseldorf,2010-06-30
F. Düsseldorf,1998-06-30
Velez Mostar,1998-04-28
Velez Mostar,1990-06-30
Hertha BSC,1990-06-30
Hertha BSC,2010-02-09
VfL Wolfsburg,2004-06-30
Hertha BSC,2003-06-30
F. Düsseldorf,1997-09-15
F. Düsseldorf,1992-08-16
F. Düsseldorf,1996-11-23
Viettel FC,2021-07-12
Viettel FC,2022-07-31
Zob Ahan,2012-06-30
Esteghlal FC ,2011-05-30
Al-Tahadi B.,2010-06-30
Okkthar United FC,2009-12-31
Neftchi Baku,2009-02-28
RW Oberhausen,2003-06-30
SV Lippstadt 08,2000-12-30
Hessen Kassel,1997-03-31
Piroozi FC,1995-07-15
F. Düsseldorf,1992-03-26
Al-Wahda FC,2013-07-15
Al-Wahda FC,2012-06-30
Al-Wahda FC,2010-06-01
Rapid Vienna,2005-12-31
Al-Ittihad,2002-06-30
Al-Wasl,2001-06-30
Al-Shaab,2000-06-30
El Mokawloon,1999-06-30
Al-Ahli Club,1997-06-30
F. Düsseldorf,1991-08-28
Traisen,1986-12-31
Forchtenstein,1986-06-30
SV Schwechat,1985-11-17
Casino Baden,1984-06-30
F. Düsseldorf,1987-06-30
SC Wiedenbrück,2008-06-30
SC Verl,2003-04-10
SC Verl,2000-06-30
FC Gütersloh,1998-12-07
RW Essen,1998-04-15
SC Verl,1996-10-04
F. Düsseldorf,1987-04-02
FC Gütersloh,1983-06-30
Rouen,1975-11-01
Jeunesse Esch,1972-06-30
Club Africain,1969-06-30
F. Düsseldorf,1967-12-19
Besiktas,1964-06-30
Galatasaray,1988-06-30
Saarbrücken,1965-06-30
F. Düsseldorf,1964-06-30
FC Schaffhausen,1962-06-30
FC Biel-Bienne,1961-06-30
F. Düsseldorf,1960-06-30
F. Düsseldorf,1949-06-30
F. Düsseldorf,1951-09-30
E. Braunschweig,2023-06-09
Würzb. Kickers,2020-09-29
Würzb. Kickers,2017-10-18
VfR Aalen,2011-01-02
RB Leipzig U19,2022-12-12
RB Leipzig YL,2022-12-12
E. Braunschweig,2021-05-27
Erzgebirge Aue,2019-08-19
1.FC Köln U19,2018-06-30
1.FC Köln II,2017-10-01
Halle U19,2016-06-30
E. Cottbus Yth.,2015-06-30
E. Cottbus U19,2014-06-30
E. Cottbus U17,2013-06-30
FC Strausberg,2007-06-30
RW Essen,2023-04-18
E. Braunschweig,2019-11-17
Norwich,2018-11-15
B. Dortmund U16,2017-06-30
Dortmund Yth.,2017-06-30
Osnabrück U17,2013-06-30
Bielefeld Yth.,2011-06-30
Vendsyssel FF,2023-06-30
Strømsgodset,2021-04-09
E. Braunschweig,2018-10-10
Vendsyssel FF,2016-06-30
HB Köge,2015-12-23
Salzburg U19,2014-04-23
Aarhus GF,2008-06-30
Esbjerg fB,2006-06-30
Holstebro BK,2001-06-30
Duisburg U17,2019-06-30
SV Wiesbaden,2016-06-30
MSV Duisburg II,2012-06-30
SV Elversberg,2009-10-06
Wehen Wiesbaden,2007-08-20
SV Wehen,2006-10-13
Schweinfurt 05,2002-09-14
VfR Bürstadt,1994-01-31
Saarbrücken,2008-02-28
E. Braunschweig,2004-03-15
1.FC Köln,2002-06-30
Dynamo Dresden,1993-06-30
VfL Osnabrück,1991-12-31
SC Gitter,2021-10-19
Blankenb. FV,2017-06-30
Schladen/Gielde,2013-06-30
E. Braunschweig,2001-06-30
E. Braunschweig,1999-06-30
Braunschweig II,2009-06-30
Wolfenbüttel,1995-04-26
Türkiyemspor,2019-06-30
Berliner SC,2018-06-30
1.FC Magdeburg,2011-10-25
Magdeburg II,2011-03-20
Lok Stendal,2010-06-30
Hammer SpVg,2007-07-27
Füchse Berlin,2005-11-24
Türkiyemspor,2003-12-31
Babelsberg 03,2003-03-23
Carl Zeiss Jena,2002-03-05
Lok Stendal,2001-06-30
E. Braunschweig,1999-04-15
Spandauer SV,1998-11-23
LR Ahlen,1997-08-17
1.FC Nuremberg,1996-06-30
Nuremberg II,1996-06-30
Füchse Berlin,1995-06-30
Türkspor,1993-04-26
Türkiyemspor,1992-06-30
Galatasaray,1989-09-01
VfL Bochum II,1988-06-30
E. Braunschweig,1998-11-23
SSV Kästorf,2013-10-31
BSV Ölper 2000,2007-06-30
Goslarer SC,2004-09-23
MTV Gifhorn,2003-06-30
E. Braunschweig,1995-10-23
Kauf. SK Goslar,2000-06-30
E. Braunschweig,1995-09-24
1.FC Magdeburg,1992-03-23
E. Braunschweig,1991-03-28
1.FC Magdeburg,1990-06-30
E. Braunschweig,1985-06-30
E. Braunschweig,1983-06-30
E. Braunschweig,1963-06-30
E. Braunschweig,1952-06-30
SC Paderborn,2023-06-24
1.FC Köln,2022-06-30
SSV Ulm U19,2013-04-01
SSV Ulm U19,2009-09-22
Osnabrück U19,2021-10-08
VfL Osnabrück,2021-05-03
VfL Osnabrück,2021-03-02
Osnabrück U19,2021-02-14
Paderborn U19,2018-06-30
SC Paderborn,2016-12-06
SC Paderborn,2016-11-21
Paderborn U19,2016-10-24
SC Paderborn,2016-10-24
Bielefeld U19,2019-12-31
Bielefeld U19,2022-06-30
Bielefeld U17,2022-06-30
A. Bielefeld II,2018-02-04
SC Paderborn,2016-11-20
SC Paderborn,2015-10-12
SC Paderborn,2013-06-30
SC Paderborn II,2014-06-30
SC Paderborn,2016-03-02
TuS Tengern,2012-06-30
KFC Uerdingen,2020-05-19
SC Paderborn,2015-10-06
Bor. M'gladbach,2008-10-08
SC Paderborn,2006-09-04
SC Paderborn II,2005-06-30
SC Paderborn,2001-12-02
SC Paderborn,2001-06-30
SGV Freiberg,2024-06-30
Berbourg,2022-12-31
VfR Aalen,2021-03-21
SV Elversberg,2018-10-29
SV Elversberg,2014-06-30
Eintracht Trier,2014-03-17
SSV Reutlingen,2010-04-15
Erzgebirge Aue,2008-04-20
SC Paderborn,2006-12-30
Eintracht Trier,2006-09-04
SpVgg Weiden,2001-10-08
Gr. Fürth II,2001-06-30
Jahn Forchheim,2000-06-30
Regensburg,1999-06-30
Jahn Regensburg,1998-12-31
ASV Neumarkt,1998-06-30
Paderborn,1999-06-30
SpVg Brakel,1993-06-30
SC Verl,1988-09-12
SV Werl-Aspe,2008-11-30
Paderborn,1993-06-30
SpVg Brakel,1994-06-30
Paderborn,1991-06-30
VfL Bochum II,1993-06-30
Freiburger FC,1990-02-21
Paderborn,1989-06-30
Paderborn,1988-06-30
VfB Schloß Holte,2007-06-30
FC Ingolstadt,2023-04-04
Dynamo Dresden,2022-06-30
SC Verl,2022-02-15
Delbrücker SC,2017-04-09
Admira Wacker,2022-11-05
FC Ingolstadt,2021-09-25
Ingolstadt U19,2021-06-30
Ingolstadt U17,2019-06-30
Ingolstadt U19,2019-03-30
FC Ingolstadt,2018-12-01
Ingolstadt U19,2018-11-25
Hamburg U16,2015-06-30
Eintr. Bamberg,2014-10-18
Dynamo Dresden,2019-02-24
FC Ingolstadt,2017-08-22
VfL Osnabrück,2015-08-24
SF Lotte,2013-06-30
A. Bielefeld II,2005-01-07
FC Gütersloh,2003-06-30
Enger-Westeren.,2002-06-30
Gütersloh U19,1999-12-31
SC Herford,1998-06-30
KFC Uerdingen,2021-06-30
Valdivia,2020-10-09
Valdivia,2019-10-02
Ammerthal,2018-06-30
Tegernheim,2016-06-30
W. Burghausen,2010-08-10
W. Burghausen,2010-06-30
FC Ingolstadt,2008-01-01
ESV Ingolstadt,2004-06-30
Jahn Regensburg,2000-05-21
Tauro FC,1997-02-28
Darmstadt 98,2019-02-24
Darmstadt 98,2025-06-30
Darmstadt 98,2022-06-30
SC Paderborn,2016-06-30
Bor. M'gladbach,2015-06-30
M'gladbach U17,2007-06-30
M'gladbach Yth.,2007-06-30
M'gladbach U19,2007-06-30
M'gladbach U19,2006-07-31
M'gladbach U17,2004-06-30
M'gladbach U17,2004-03-07
M'gladbach Yth.,2003-06-30
M'gladbach Yth.,2002-06-30
M'gladbach U19,2000-12-31
M'gladbach U17,2000-12-31
SV Meppen,2021-04-14
Darmstadt 98,2017-12-09
K. Offenbach,2021-06-30
Darmstadt U19,2019-12-01
Darmstadt 98,2019-12-01
Darmstadt 98,2016-12-27
K. Offenbach,2014-01-31
FSV Frankf. II,2010-11-16
FSV Frankfurt,2009-06-30
K. Offenbach II,2008-06-30
K. Offenbach,2007-11-06
K. Offenbach II,2007-10-31
1.FC Eschborn,2005-09-28
VfR Neumünster,2005-07-04
K. Offenbach,2003-08-25
K. Offenbach II,2000-11-30
VfB Lübeck,1998-06-30
VfB Lübeck,1998-03-18
E. Frankfurt,1997-06-30
E. Frankfurt II,1994-06-30
Vik. Sindlingen,1991-06-30
Teutonia Hausen,2021-10-11
TS Ober-Roden,2020-06-30
TS Ober-Roden,2016-06-30
1.FCA Darmstadt,2011-06-30
Darmstadt 98,2010-03-20
Darmstadt U19,2009-06-30
Darmstadt 98 II,2008-06-30
Darmstadt 98,2003-06-30
DFB-Jugend,2008-09-30
K'lautern Yth.,2005-06-30
Darmstadt 98,2002-06-30
F. Düsseldorf,2000-04-30
Selangor FC,2022-09-29
Selangor FC,2022-08-08
Selangor II,2021-11-30
Selangor FC,2021-11-30
FC Liefering,2019-12-31
FC Liefering,2019-07-11
Wehen Wiesbaden,2015-05-13
Celtic,2012-12-13
Bintang Medan,2011-12-31
Energie Cottbus,2010-08-13
SC Pfullendorf,2008-04-24
MPPJ Selangor,2006-01-15
Spfr. Siegen,2004-04-10
Darmstadt 98,2002-04-23
Stuttg. Kickers,2000-03-29
SC Pfullendorf,1999-06-30
Uerdingen II,1998-06-30
KFC Uerdingen,1998-06-30
TSF Ditzingen,1997-03-24
BSC Old Boys,1992-06-30
Stuttgart U19,1989-06-30
Darmstadt 98,1999-10-03
K. Offenbach,1995-12-31
FSV Frankfurt,2010-06-30
Darmstadt 98,1996-10-16
Waldalgesh. II,2023-06-30
SpVgg Gau-Algesheim,2014-06-30
Wormatia Worms,2004-10-14
SpVgg Ingelheim,2003-10-25
Darmstadt 98,1996-10-10
SV Wehen,1995-06-02
FC Bern,1998-06-30
Darmstadt 98,1993-06-30
FC VOEST Linz,1992-04-13
LASK,1990-05-27
FC Biel-Bienne,1989-06-30
BSC Young Boys,1988-06-30
RW Essen,1983-01-17
Pogon Szczecin,1978-06-30
Baltyk Gdynia,1977-06-30
Sokol Tychy,1976-06-30
Darmstadt 98,1992-09-20
SVG Steinheim,2019-11-25
Aschaffenburg,2016-08-31
SV Erlenbach,2015-12-15
K. Offenbach II,2011-06-30
Offenbach U19,2009-06-30
TSV Mainaschaff,1996-06-30
Darmstadt 98,1992-09-02
TSV Partenstein,2014-06-30
BV Cloppenburg,2000-06-30
BV Cloppenburg,2001-08-31
VfL Herzlake,1997-10-31
VfR Bürstadt,1997-06-30
SV Neckargerach,1994-06-30
Darmstadt 98,1992-07-31
Darmstadt 98,1989-01-31
Darmstadt 98,1991-11-05
E. Frankfurt II,1990-06-30
Darmstadt 98,1990-06-30
Darmstadt 98,1989-02-26
Vanguard Huandao,2000-06-30
Waldh. Mannheim,1996-10-09
Carl Zeiss Jena,1992-06-30
Saarbrücken,1991-04-21
Darmstadt 98,1988-06-30
Waldh. Mannheim,1987-06-30
Darmstadt 98,1979-06-30
Darmstadt 98,1980-06-30
RW Frankfurt,1987-05-30
VfR OLI Bürstadt,1977-12-14
Aschaffenburg,1976-06-30
Neu-Isenburg,1975-11-30
Darmstadt 98,1971-06-30
Darmstadt 98,1966-02-01
Aschaffenburg,1961-06-30
Aschaffenburg,1953-11-16
Schwaben Augsb.,1947-06-30
TSG Ulm 1846,1965-06-30
Darmstadt 98,1953-06-30
Hessen Kassel,1952-06-30
Darmstadt 98,1951-06-30
Darmstadt 98,1950-09-14
RB Leipzig II,2016-06-30
RB Leipzig U19,2011-06-30
RB Leipzig,2010-06-30
Markranstädt,2009-06-30
