club_name,end_of_spell
Chemnitzer FC,2008-04-21
VFC Plauen,2006-08-07
VfB Pößneck,2003-06-30
JENAer Glaswerk,2000-10-02
Carl Zeiss Jena,1998-06-30
FC Basel,2017-06-30
FC Thun,2015-06-17
FC Zürich,2012-03-12
FC Zürich U21,2010-04-18
FC Zürich,2008-06-30
FC Zürich U21,2007-07-12
FC Zürich U16,2005-06-30
FC Zürich,2004-06-30
Union Berlin,2018-06-30
U. Berlin U19,2017-12-04
Union Berlin,2016-06-30
Union Berlin,2016-03-03
Union Berlin,2016-02-22
Union Berlin,2015-08-31
Hannover 96,2013-06-30
Man Utd,2010-01-18
TSV Gräfelfing,2007-09-16
SV Höntrop,2021-10-19
TuS Heven,2013-10-12
Jahn Hiesfeld,2013-06-30
Jahn Hiesfeld,2011-06-30
SC Paderborn,2009-03-31
Union Berlin,2007-06-30
MSV Neuruppin,2006-04-05
FC Schönberg 95,2003-12-31
Vw. Kornharpen,2001-06-30
Etar,2023-06-30
Etar,2017-01-03
Etar,2015-06-30
Chern. Burgas,2011-05-30
 Nesebar,2011-03-23
APO Levadiakos,2008-03-03
PFC Naftex,2007-06-30
Union Berlin,2006-04-05
Levski Sofia,2004-06-01
Nea Salamis,2003-06-30
Union Berlin,2002-10-12
Loko Sofia,1999-06-30
CSKA Sofia,1998-03-07
Anorthosis,1995-12-31
Levski Sofia,1995-06-30
Etar,1992-06-30
Spartak Pleven,1985-06-30
Etar,1984-06-30
Etar,1981-06-30
MSV Neuruppin,2007-05-06
Lok Stendal,2006-11-26
Union Berlin,2005-12-09
G. Halberstadt,2004-11-30
Erzgebirge Aue,1999-03-08
Altglienicke,2018-06-30
Chemnitzer FC,2018-06-30
Altglienicke,2014-01-20
Hansa Rostock,2012-06-30
Torgelower SV,2011-06-30
TSG Neustrelitz,2010-06-30
Union Berlin,2004-12-19
Union Berlin,2005-11-16
BSV Brandenburg,1997-02-01
Mo. Hennigsdorf,1996-01-15
Hammer SpVg,2022-06-30
Hammer SpVg,2023-06-30
DJK TuS Hordel,2020-06-30
Westf. Rhynern,2017-10-02
Westfalia Herne,2015-11-18
FC Gütersloh,2014-10-03
Wuppertaler SV,2011-12-31
Hammer SpVg,2011-05-02
SV Lippstadt 08,2009-04-11
SV Lippstadt 08,2008-05-05
SSV Mühlhausen,2007-05-21
VfB Fichte,2005-11-27
Union Berlin,2005-06-30
Bielefeld U17,2004-06-30
FC Groningen,2022-11-14
Heracles Almelo,2022-05-16
Fußball-Lehrer-Ausbildung des DFB,2018-03-31
VfR Aalen,2006-12-06
Union Berlin,2004-09-27
SSV Reutlingen,2004-06-30
FV Ravensburg,2003-05-05
SC Pfullendorf,2002-04-01
Fenerbahce,2001-03-26
FV Nimburg,1998-06-30
Werder Bremen,2022-06-30
W. Bremen II,2017-11-12
W. Bremen II,2019-06-30
W. Bremen Yth.,2017-02-28
W. Bremen U19,2017-02-08
Union Berlin,2004-03-24
Werder Bremen,2002-11-05
SV Meppen,1999-04-14
VfB Oldenburg,1998-06-30
Union Berlin,2002-11-05
Union Berlin,2002-10-13
Union Berlin,1998-09-30
Union Berlin,1998-01-02
NSC Marathon 02,1993-06-30
U. Berlin U19,1997-08-31
SV Stahl Hennig.,1992-06-30
Hertha BSC Yth.,2014-07-01
Hertha BSC II,2002-06-30
Union Berlin,1997-12-14
Union Berlin,1997-06-30
Union Berlin,1996-04-10
Rot-Weiß Erfurt,2000-11-26
Ismaily,1999-06-30
Carl Zeiss Jena,1997-11-30
Rot-Weiß Erfurt,1997-05-15
Union Berlin,1995-01-25
1.FC Magdeburg,1994-06-30
Markkleeberg,1993-11-01
Sachsen Leipzig,1992-06-30
Daewoo Royals,1990-11-14
BSG Chemie,1990-02-25
Chemie Lpz. II,1976-06-30
Adlershofer BC,1998-10-31
Union Berlin,1994-11-30
1.FC Zeitz,2007-09-25
VfB Pößneck,2006-05-09
Thüringen Weida,1995-06-30
DSV Alpine,1991-08-31
SV Kapfenberg,1991-06-30
Union Berlin,1990-06-30
BSG Stahl Br.,1990-03-04
BSG Chemie,1989-06-30
Wismut Gera,1986-11-22
Chemie Leipzig,1985-06-30
BSG Motor Nordh.,1983-06-30
BSG Chemie,1982-06-30
SV Ilmenau,1981-06-30
Union Berlin,1987-12-31
BSG Stahl Br.,1983-06-30
BSG Stahl Riesa,1978-06-30
Chemie Leipzig,1977-06-30
BSG Stahl Br.,1975-06-30
BSG Stahl Riesa,1972-06-30
Vorwärts Berlin,1970-06-30
Dynamo Berlin,1968-12-30
Dynamo Berlin,1965-06-30
Union Berlin,1984-06-30
SVM Köpenick,1994-06-30
BSG KWO Berlin,1990-06-30
Lok Prenzlau,1985-05-31
BSG EAB 1947,1984-01-31
Union Berlin,1978-12-09
Union Berlin,1980-06-30
U. Berlin Yth.,1976-12-31
BW Berlin,1992-06-30
Union Berlin,1975-11-29
Phönix Wildau,2016-06-30
Miersdorf/Zeut.,2011-06-30
Union Berlin,1972-06-30
Vorwärts Berlin,1962-06-30
Union Berlin,1970-06-30
U. Berlin Yth.,1969-06-30
Dynamo Berlin,1964-12-31
Wismut K.-M.-St.,1958-05-31
BSG Motor Nordh.,1988-12-31
Lok Stendal,1988-06-30
TSC Berlin,1966-06-30
Berliner SV 92,1965-06-30
BSG Motor Obers.,1955-06-30
BSG Aktivist,1951-10-20
BSG Aktivist,1951-06-30
SG Union Obers.,1952-12-31
SG Union Obers.,1950-12-31
1.FC Heidenheim,2027-06-30
1.FC Heidenheim,2007-09-16
Heidenheimer SB,2004-12-31
Dorfmerkingen,2023-06-30
TSV Essingen,2014-06-30
Norm. Gmünd,2012-06-30
VfR Aalen,2008-05-31
VfR Aalen U19,2006-12-18
TSV Crailsheim,2005-10-10
Heidenheimer SB,2004-06-30
VfR Aalen,2002-12-27
VfR Aalen,2000-06-30
Dorfmerkingen,1999-06-30
VfR Aalen,1994-06-30
TeBe Berlin,2024-06-30
Berliner AK,2022-12-31
Berliner AK U19,2022-09-21
Berliner AK U17,2019-06-30
Zehlendorf U17,2018-06-30
Vik. Berlin U19,2017-06-30
Berliner AK U17,2016-06-30
TeBe Berlin U17,2014-06-30
TeBe Youth,2013-06-30
TeBe Berlin,2022-12-28
Tasmania Berlin,2022-02-15
Viktoria Berlin,2018-06-30
Berliner AK,2017-06-30
Tasmania Berlin,2015-03-04
Babelsberg 03,2024-06-30
TeBe Berlin,2022-06-30
E. Cottbus U19,2020-06-30
E. Cottbus U17,2020-01-03
Berliner AK,2018-06-30
TeBe Berlin U17,2017-06-30
TeBe Berlin U19,2016-12-31
Füchse Berlin,2014-06-30
TeBe Berlin,2020-06-30
TeBe Berlin U19,2018-06-30
Altglienicke,2017-12-31
Altglienicke,2017-06-30
TuS Makkabi,2015-12-08
Chennaiyin FC,2023-05-31
KF Vllaznia,2022-03-14
Rot-Weiß Erfurt,2019-11-13
TeBe Berlin,2018-06-30
Shkendija,2017-05-10
TSV Steinbach,2016-05-24
Wolfsburg II,2015-06-30
TSG Neustrelitz,2014-06-30
Bunyodkor,2012-08-01
Dinamo Minsk,2011-11-29
Uerdingen U19,2011-06-30
Leverkusen Yth.,2011-04-30
Union Solingen,2009-08-16
CFC Hertha 06,2022-10-04
Berliner AK,2020-06-30
TeBe Berlin,2017-09-04
Berliner AK,2016-12-31
BFC Viktoria 89,2013-06-30
TeBe Berlin,2011-04-19
BFC Preussen,2023-06-30
CFC Hertha 06,2022-06-30
Novi Pazar/Mar.,2021-08-23
E. Mahlsdorf,2021-06-30
Berlin Türkspor,2018-10-18
Berlin Türkspor,2018-03-29
TeBe Berlin U17,2016-06-30
TeBe Berlin,2016-12-31
Lichtenberg 47,2013-07-16
Adlershofer BC,2011-06-30
H. Zehlendorf,2020-04-13
H. Zehlendorf,2019-12-31
H. Zehlendorf,2018-06-30
H. Zehlendorf,2016-12-31
BFC Dynamo II,2014-12-31
TeBe Berlin,2014-04-10
TeBe Berlin U19,2011-04-21
TeBe Berlin U19,2007-06-30
TeBe Berlin U19,2006-06-30
RSV Eintracht,2020-04-13
TeBe Berlin,2013-09-30
TeBe Berlin,2011-04-22
TeBe Berlin U19,2011-04-19
Berlin Türkspor,2022-07-14
Türkiyemspor,2022-06-30
Viktoria Berlin,2014-11-06
Türkiyemspor,2008-06-06
Berlin AK 07,2007-06-30
Türkiyemspor,2006-06-30
Türkiyemspor,2001-06-30
H. Zehlendorf,1999-06-30
Türkiyemspor,1995-06-30
BFC Preussen,2019-06-30
Adler Berlin,2019-01-10
BFC Preussen,2008-11-20
TeBe Berlin,2008-04-07
TeBe Berlin,2007-09-12
BFC Preussen,2007-06-30
FSV Bernau,2012-06-30
Spandauer SV,2008-11-30
Berlin AK 07,2001-09-15
Union Berlin,2013-06-30
Union Berlin II,2011-06-30
TeBe Berlin,2005-10-30
H. Zehlendorf,2000-06-30
Babelsberg 03,2005-07-01
TeBe Berlin,2003-06-30
H. Rostock II,2002-06-30
H. Zehlendorf,1994-05-02
Lichtenberg 47,1992-06-30
FSV Wismut Gera,1991-06-30
SG Dynamo Füwa,1990-06-30
TeBe Berlin,2022-07-15
TuS Makkabi,2014-10-27
Füchse Berlin,2010-12-31
TuS Makkabi,2009-06-30
TeBe Berlin,2002-06-30
TeBe Berlin U19,2001-06-30
Füchse U19,2000-06-30
SCC Berlin,1997-06-30
Hertha BSC U19,1987-06-30
Hertha BSC U17,1982-06-30
TeBe Berlin,2001-06-30
Al-Ansar FC,2022-01-05
Al-Ansar FC,2017-11-27
Al-Muharraq,2017-06-30
Al-Ahed,2016-10-30
Viktoria Berlin,2015-10-15
Union Berlin II,2015-06-30
Al-Ahed,2007-06-30
MSV Duisburg,2001-11-03
TeBe Berlin,2001-03-23
TeBe Berlin,1999-03-23
TeBe II,2000-11-17
TeBe Berlin,1995-10-10
TeBe II,1994-12-14
TeBe Berlin,1992-06-30
TeBe Berlin,1981-04-07
TeBe Berlin,1980-04-15
NSC Marathon 02,1992-11-09
TeBe Berlin,1991-06-30
TeBe Berlin,1990-09-24
BFC Preussen,1977-06-30
BFC Preussen,1972-10-15
Rizespor,1989-01-15
TeBe Berlin,1987-06-30
Tianjin,1985-08-01
SCC Berlin,1982-06-30
Eisenstadt/Ritz.,1973-06-30
Sturm Graz,1972-10-01
Arm. Hannover,1971-06-30
VfR Heilbronn,1969-12-30
Barmbek-U.,1969-06-30
Spandauer SV,1998-02-22
Füchse Berlin,1995-12-11
Füchse Berlin,1993-06-30
Füchse Berlin,1992-06-30
TeBe Berlin,1985-10-06
SCC Berlin,1983-06-30
VfB Lichterfelde,2006-09-18
VfB Lichterfelde,2001-12-12
VfB Lichterfelde,1994-06-30
SCC Berlin,1983-11-27
TeBe Berlin,1982-06-30
TeBe Berlin,1980-06-30
Wormatia Worms,1960-12-20
SpVgg Herten,1959-06-30
E. Nordhorn,1958-06-30
Hamborn 07,1957-06-30
Pr. Münster,1956-06-30
TeBe Berlin,1951-06-30
Hertha BSC,1991-12-31
TeBe Berlin,1980-01-31
VfL Osnabrück,1978-03-01
Göttingen 05,1976-12-20
BFC Alemannia 90,2009-06-30
BFC Alemannia 90,2005-06-30
BFC Aleman. U19,1998-06-30
Wacker Berlin,1994-06-30
Mariendorfer SV,1988-06-30
Wacker Berlin,1986-06-30
TeBe Berlin,1978-06-30
Wacker Berlin,1977-12-31
SV Meppen,1976-06-30
Wacker Berlin,1974-06-30
BFC Südring,1970-06-30
Rapide Wedding,1974-06-30
BFC Alemannia 90,1973-06-30
TeBe Berlin,1969-06-30
BFC Alemannia 90,1968-06-30
BW Berlin,1974-06-30
TeBe Berlin,1968-06-30
Spandauer SV,1964-06-30
TeBe Berlin,1956-06-30
BFC Viktoria 89,1953-06-30
H. Zehlendorf,1966-06-30
TeBe Berlin,1964-06-30
Tasmania Berlin,1967-08-31
TSV Helgoland,1965-10-31
Spandauer SV,1965-06-30
BW Berlin,1964-06-30
TeBe Berlin,1961-06-30
Spandauer SV,1959-06-30
BFC Viktoria 89,1956-06-30
Berliner SV 92,1954-06-30
BW Berlin,1951-06-30
Tasmania Berlin,1950-06-30
SC Lichtenberg,1948-06-30
TeBe Berlin,1958-06-30
SC Gatow,1966-04-24
Tasmania Berlin,1963-06-30
FC 01 Bamberg,1958-06-30
TeBe Berlin,1955-12-31
Spandauer SV,1953-06-30
Chio Waldhof 07,1952-06-30
TeBe Berlin,1950-06-30
TeBe Berlin,1953-06-30
TeBe Berlin,1926-06-30
RW Essen,2022-06-30
RW Essen,2023-04-13
RW Oberhausen,2019-05-19
RW Oberhausen,2023-06-30
RW Oberhausen,2022-03-31
RW Oberhausen,2020-06-30
Oberhausen II,2016-08-14
RW Oberh. Yth.,2015-12-07
RW Oberh. Yth.,2014-06-30
RW Oberhausen,2015-06-30
Velbert 02,2024-06-30
Women's footbal,2022-06-30
RW Oberhausen,2020-10-11
Oberhausen U19,2020-06-30
Oberhausen II,2017-06-30
Velbert 02,2015-06-30
Eintracht Trier,2023-06-30
Rot Weiss Ahlen,2022-11-29
Wuppertaler SV,2019-10-01
Altglienicke,2019-06-30
RW Oberhausen,2016-08-15
Carl Zeiss Jena,2014-04-13
Ingolstadt U19,2013-04-01
Rot Weiss Ahlen,2010-06-30
Rot Weiss Ahlen,2009-10-14
RW Ahlen U19,2009-09-20
RW Ahlen II,2009-06-30
Oberhausen II,2015-12-08
RW Oberhausen,2016-06-30
RW Oberhausen,2014-06-30
RW Oberhausen,2011-10-23
Oberhausen II,2012-09-16
VfB Speldorf,2011-06-30
Velbert 02,2009-04-23
Wattenscheid 09,2004-10-10
Wattenscheid II,2004-06-30
Wattenscheid 09,1997-06-30
Wattenscheid II,1990-06-30
TG Osnabrück,2023-06-30
RW Frankfurt,2017-12-09
Lok Leipzig,2016-03-03
RW Oberhausen,2012-09-14
W. Burghausen,2011-05-14
Eintracht Trier,2009-04-21
Eintracht Trier,2010-02-21
TuS Koblenz,2008-09-08
Jahn Regensburg,2005-09-19
ATSV Wattenheim,2010-06-30
VfB Homberg,2022-04-04
VfB Homberg,2021-02-15
A. Klosterhardt,2017-06-30
VfB Homberg,2015-06-30
RW Oberhausen,2012-06-30
RW Oberhausen,2011-11-01
RW Oberhausen,2011-02-24
SC Oberhausen,2020-06-30
BWO Lirich,2019-10-12
A. Klosterhardt,2017-04-04
Velbert 02,2013-11-04
Wuppertaler SV,2012-11-12
RW Oberhausen,2011-02-22
RW Oberhausen,2008-06-30
Velbert 02,2006-06-30
Adler Osterfeld,2005-06-30
Adler Osterfeld,2002-06-30
FC 08 Homburg,2020-07-15
Schalke 04 II,2017-03-12
Leverkusen II,2014-06-30
Saarbrücken,2013-09-05
RW Oberhausen,2010-06-30
RW Oberhausen,2010-02-01
RW Oberhausen,2008-04-30
KFC Uerdingen,2007-06-30
RW Oberhausen,2006-03-08
RW Oberhausen,2004-11-02
FSV Vohwinkel,2021-11-29
TSV Wachtendonk,2019-03-01
SV Sonsbeck,2017-10-19
FSV Duisburg,2016-09-06
RW Oberhausen,2006-06-30
Oberhausen II,2006-05-04
Hansa Lüneburg,2011-06-30
1.FC Gera 03,2009-06-30
1.FC Gera 03,2009-09-15
RW Oberhausen,2006-05-04
Sachsen Leipzig,2004-04-05
RW Essen,2003-08-25
Lüneburger SK,2001-06-30
1.FC Kleve,2009-06-30
Fortuna Köln,2004-08-31
VfL Bochum,2001-03-31
Schöppingen,1987-06-30
Wattenscheid 09,1982-04-22
Schloß-Neuhaus,1981-02-12
ÍA Akranes,1979-12-31
Rot-Weiß Lüdenscheid,1977-12-10
VfL Bochum II,1976-06-30
FC Bochum,1973-06-30
SpVgg Vreden,2020-06-30
SuS Stadtlohn,2018-06-30
Hertha BSC II,2015-02-05
SuS Stadtlohn,2008-09-05
FC Gütersloh,2004-12-22
VfL Schwerte,2008-10-31
TuS Iserlohn,2001-06-30
RW Oberhausen,1997-05-12
Wattenscheid 09,1995-09-01
Wattenscheid II,1995-03-21
Wattenschd. U19,1991-06-30
VfL Schwerte,2005-06-30
RW Oberhausen,1996-01-14
Erkenschwick,1995-09-22
VfB Hüls,1991-06-30
SV Holzwickede,1981-06-30
RW Essen,1978-01-26
RW Essen,1976-09-26
RW Oberhausen,2018-06-30
SW Essen,2009-06-30
1.FC Kleve,2004-06-30
MSV Duisburg II,2001-06-30
RW Oberhausen,1995-11-10
SW Essen,1984-06-30
Leverkusen II,1983-06-30
MSV Duisburg II,2002-06-30
RW Oberhausen,1989-06-30
Hammer SpVg,2010-04-21
Pr. Münster,2006-06-30
Pr. Münster,2005-06-30
Holstein Kiel,2003-09-09
Wilhelmshaven,2002-06-30
Pr. Münster,1999-09-24
VfL Osnabrück,1998-06-30
Hessen Kassel,1997-10-21
FC Gütersloh,1996-04-11
Preußen Köln,1995-03-28
Pr. Münster,1994-05-11
VfL Osnabrück,1989-06-30
RW Oberhausen,1988-06-30
Wattenscheid 09,1987-06-30
Schöppingen,1985-06-30
Pr. Münster,1975-06-30
1.FC Bocholt,1999-11-08
RW Oberhausen,1985-10-20
1.FC Bocholt,1981-06-30
Eintr. GE-Horst,1974-06-30
1.FC Bocholt,1970-06-30
1.FC Mülheim,1997-06-30
1.FC Mülheim,1990-06-30
1.FC Mülheim,1979-06-30
RW Oberhausen,1975-06-30
SW Essen,1974-12-31
1.FC Mülheim,1974-06-30
Velbert 02,1973-06-30
1.FC Mülheim,1972-06-30
RW Oberhausen,1975-04-23
B. Neunkirchen,1973-06-30
RW Oberhausen,1971-04-15
Wuppertaler SV,1967-09-15
FK Pirmasens,1965-06-30
B. Neunkirchen,1962-06-30
Westfalia Herne,1971-06-30
RW Oberhausen,1968-06-30
VfB Bottrop,1966-06-30
RW Oberhausen,1959-06-30
RW Oberhausen,1954-06-30
FC Zürich,1953-06-30
Erkenschwick,1951-06-30
RW Oberhausen,1949-06-30
Stuttg. Kickers,2025-06-30
Stuttg. Kickers,2021-09-27
St. Kickers U19,2021-09-27
St. Kickers U17,2019-06-30
SSV Ulm U17,2017-06-30
SSV Ulm U16,2016-06-30
SSV Ulm U19,2015-12-31
SSV Ulm U17,2014-06-30
TSV Obere Fils,2011-06-30
SGV Freiberg,2022-12-31
SGV Freiberg,2019-06-30
Karlsruhe U17,2016-06-30
Karlsruhe U19,2015-11-30
SGV Freiberg,2015-06-21
Stuttgart U19,2010-12-01
Stuttgart Yth.,2011-06-30
Stuttg. Kickers,2023-06-30
St. Kickers U19,2023-06-30
St. Kickers U17,2021-10-13
S. Kickers Yth.,2020-06-30
Stuttg. Kickers,2018-04-08
Stuttg. Kickers,2018-04-05
St. Kickers II,2017-10-16
St. Kickers U17,2017-06-30
Giresunspor,2023-06-25
SD Luneng,2020-12-31
Stuttgart II,2019-12-31
Stuttg. Kickers,2017-12-21
St. Kickers U19,2017-10-16
Stuttgart U19,2017-06-30
Stuttgart U16,2016-12-31
St. Kickers U17,2016-06-30
Reutlingen Yth.,2015-06-30
FC Den Bosch,2025-06-30
Lechia Gdansk,2022-08-31
Pogon Szczecin,2021-08-29
Fortuna Köln,2019-04-22
Stuttg. Kickers,2017-10-16
Viktoria Köln,2016-06-30
Stabæk,2014-12-31
Bonner SC,2011-12-13
Bonner SC U19,2011-12-13
K. Offenbach,2023-06-30
K. Offenbach,2022-10-11
SG Barockstadt,2018-10-04
Stuttg. Kickers,2016-10-24
Stuttg. Kickers,2015-11-08
Stuttg. Kickers,2016-06-06
St. Kickers II,2016-06-06
K. Offenbach,2015-06-30
FC 08 Homburg,2010-11-11
SV Elversberg,2009-01-12
Saarbrücken,2008-06-30
Saarbrücken II,2007-06-30
Saarbrücken,2006-12-31
Unterhaching,2006-06-30
Möllner SV,2004-06-30
FC Dornbreite,2002-01-31
SV Eichede,1999-12-31
SV Eichede,1998-06-30
Auda,2022-12-31
Slaven Belupo,2021-06-16
Grasshoppers,2019-04-09
Frankfurt U19,2019-03-05
NT Zhiyun,2017-04-10
Stuttg. Kickers,2016-06-30
Erzgebirge Aue,2015-05-27
Ingolstadt II,2014-09-08
Ingolstadt U17,2013-06-30
SV Elversberg,2026-06-30
Chemnitzer FC,2018-01-02
Pr. Münster,2016-10-04
Stuttg. Kickers,2015-11-04
M'gladbach U19,2013-09-29
M'gladbach U17,2010-06-30
Duisburg U19,2009-06-30
MSV Duisburg II,2008-06-30
Kapellen-Erft,2006-06-30
Stuttg. Kickers,2013-09-29
Stuttg. Kickers,2014-07-01
St. Kickers II,2015-06-30
Sonnenhof-Gr.,2010-04-15
Without Club,2009-06-30
Alem. Aachen,2007-11-25
Offenburger FV,2007-06-30
Waldh. Mannheim,2017-10-16
FC Nöttingen,2016-06-30
Stuttg. Kickers,2013-04-07
SV Sandhausen,2012-11-19
SV Sandhausen,2010-02-23
FC Nöttingen,2004-11-07
FV Lauda,2002-03-10
FC Nöttingen,2000-06-30
SG Dielheim,1999-06-30
SV Sandhausen,1997-06-30
Berbourg,2023-03-25
Accra Lions,2021-12-07
VfL Wolfsburg,2019-08-31
HB FC U19,2019-02-28
VfR Aalen II,2015-06-30
Wehen Wiesbaden,2013-06-30
VfL Kirchheim,2011-08-30
Esteghlal FC ,2010-06-30
Stuttg. Kickers,2009-06-30
Stuttg. Kickers,2009-04-13
VfR Aalen,2008-08-27
VfR Aalen II,2008-08-27
VfB Stuttgart,2001-06-30
Karlsruhe II,1997-06-30
TSV Essingen,2012-09-10
VfR Aalen,2011-09-10
KFC Uerdingen,2010-06-30
Stuttg. Kickers,2009-04-14
SV Elversberg,2016-06-30
SV Elversberg,2015-06-30
SV Hoffeld,2011-11-30
SSV Reutlingen,2010-04-20
SSV Reutlingen,2010-04-17
Stuttg. Kickers,2008-09-21
St. Kickers U19,2007-11-05
Stuttg. Kickers,2007-11-03
FC St. Gallen,2027-06-30
FC Sochaux,2018-05-14
FC Sion,2017-04-25
RB Salzburg,2015-12-03
FC Liefering,2015-06-21
Tours FC,2012-08-20
Stuttg. Kickers,2007-11-05
Nuremberg II,2007-06-30
VfR Aalen,2004-08-30
VfR Aalen,2002-12-26
Stuttgart II,2000-01-31
TSV Böbingen,1998-06-30
Stuttg. Kickers,2001-09-01
Stuttg. Kickers,1999-06-30
FSV Salmrohr,2016-12-20
B. Neunkirchen,2011-12-12
1.FC Magdeburg,2009-03-31
LR Ahlen,2006-06-30
Eintracht Trier,2005-06-30
Stuttg. Kickers,1999-05-17
SV Meppen,1997-12-16
FSV Salmrohr,1995-11-30
FSV Salmrohr,1994-06-30
FSV Salmrohr,1992-06-30
Eintracht Trier,1989-04-30
Stuttg. Kickers,2013-06-30
1.FSV Mainz 05,2011-06-30
Stuttg. Kickers,1998-02-24
Stuttg. Kickers,1998-06-30
Stuttg. Kickers,1992-08-23
Stuttg. Kickers,1962-06-30
Sindelfingen,1962-04-30
Stuttg. Kickers,1960-06-30
Dinamo Zagreb,1952-06-30
Stuttg. Kickers,1956-06-30
FC Dornbirn,1956-06-30
FC Aarau,1955-06-30
FC St. Gallen,1954-06-30
Stuttg. Kickers,1952-06-30
FC Aarau,1939-12-31
Lausanne-Sport,1939-06-30
Mulhouse,1936-06-30
R. Strasbourg,1935-06-30
FC Aarau,1934-06-30
Stuttg. Kickers,1933-04-15
Mulhouse,1932-06-30
Stuttg. Kickers,1929-06-30
Karlsruher FV,1960-06-30
VfR K'lautern,1956-06-30
Stuttg. Kickers,1950-06-30
VfR Mannheim,1946-06-30
Chio Waldhof 07,1940-05-31
Stuttg. Kickers,1947-07-31
FC Zürich,1957-04-30
SF Stuttgart,1947-10-13
Stuttg. Kickers,1946-10-28
Stuttg. Kickers,1944-06-30
M'gladbach U19,2023-06-30
Fortuna Köln,2022-06-30
M'gladbach U17,2016-06-30
M'gladbach U17,2015-09-20
PASA Irodotos,2022-10-25
Fortuna Köln,2020-06-30
Iraklis,2016-11-01
BFC Dynamo,2016-06-30
Jahn Regensburg,2014-06-30
SC Wiedenbrück,2012-06-30
Hammer SpVg,2008-06-30
FC Gütersloh,2007-04-10
SC Verl,2006-04-21
JFV Lübeck U19,2024-06-30
JFV Lübeck U19,2023-06-30
JFV Lübeck U17,2023-06-30
Phönix Lübeck,2023-06-30
Sonnenhof-Gr.,2019-12-16
Fortuna Köln,2019-06-30
W. Bremen II,2018-02-05
Sonnenhof-Gr.,2017-06-30
SV Eichede II,2013-10-23
SV Eichede,2016-06-30
Barsbüttel,2012-06-30
Rahlstedter SC,2010-03-23
TuS Hamburg,2007-06-30
FC St. Georg-H.,2006-06-30
Harburger TB,2003-06-30
Holstein Kiel,2022-06-30
Fortuna Köln,2018-10-29
Fortuna Köln,2018-10-14
Wolfsburg U19,2015-06-30
Wolfsburg U17,2015-06-30
Wolfsburg Yth.,2015-06-30
Fortuna Köln,2013-06-30
Fortuna Köln II,2022-06-30
FC 08 Homburg,2021-02-17
TSV Steinbach,2019-03-20
Hessen Kassel,2016-05-24
Leverkusen II,2014-01-17
Leverkusen II,2012-06-30
Fortuna Köln,2011-06-30
Aachen Yth.,2007-06-30
Spvg Wesseling,2018-07-31
Spvg Wesseling,2008-09-30
Fortuna Köln,2007-04-15
Wegberg-Beeck,2005-06-03
Renault Brühl,2004-06-30
Rot-Weiß Merl,2017-03-13
VfL Meckenheim,2016-06-30
Oberkassel,2012-03-20
Villip 1924,2008-12-31
VfL Rheinbach,2009-06-30
VfL Rheinbach,2008-04-07
VfL Meckenheim,2007-05-03
Fortuna Köln,2005-12-14
VfL Rheinbach,2005-04-19
VfL Meckenheim,2004-06-30
VfL Meckenheim,2000-06-30
Born U17,2021-09-12
SFD 75 Düsseld.,2016-09-30
DSC 99,2012-06-30
Union Solingen,2011-11-02
Düsseldorf U17,2008-06-30
Fortuna Köln,2004-12-31
Bonner SC,2004-05-31
Bonner SC,2004-04-07
Bonner SC,2004-04-01
Rheinsüd U17,2022-09-02
Rheinsüd Köln,2020-06-30
Rheinsüd U19,2020-06-30
SSV Hagen,2005-05-15
Fortuna Köln,1997-06-30
Flamurtari FC,2009-05-23
Vasas SC,2001-08-12
SW Bregenz,2000-12-13
Fortuna Köln,2000-05-30
Fortuna Köln,2000-05-10
Casino Salzburg,2000-01-07
FC Puch,1990-06-30
LASK,2009-06-30
Admira Wacker,2001-12-06
Gerasdorf,1997-06-30
VfB Mödling,1996-06-30
FC Tirol,1995-06-30
VfB Mödling,1994-06-30
Rapid Vienna,1992-06-30
Wiener SC,1988-06-30
Wiener SC,1987-04-03
Hallescher FC,2023-03-31
Dynamo Dresden,2020-06-30
Dynamo Dresden,2018-03-12
Leverkusen II,2014-02-02
Dynamo Dresden,2009-04-03
Dynamo Dresden,2007-06-30
Leverkusen II,2005-06-30
B. Leverkusen,2003-06-30
Fortuna Köln,1999-12-31
Fortuna Köln,1999-12-14
Erzgebirge Aue,1996-04-26
Dynamo Dresden,1995-06-30
Dynamo Dresden,1995-03-23
Dyn. Dresden II,1993-04-20
1.FC Köln,2019-09-08
B. Leverkusen,2003-06-19
Fortuna Köln,1999-12-15
Bor. Dortmund,1996-06-30
FC Schalke 04,1993-06-30
FC Bayern U19,2017-06-30
FC Bayern II,2021-06-30
Bayern Munich,2010-06-30
Bor. M'gladbach,2007-02-05
Fortuna Köln,1997-05-31
VfB Leipzig,1994-10-01
Viktoria Köln,1994-06-30
SC Brück,1994-06-30
Fortuna Köln,1991-06-30
Fortuna Köln,1989-10-02
Fortuna Köln,1987-01-04
Fortuna Köln,1980-06-30
Fortuna Köln,1977-12-31
Fortuna Köln,1974-01-20
Fortuna Köln,1972-10-31
Fortuna Köln,2001-06-13
Fortuna Köln,1960-06-30
FV Bad Honnef,1996-06-30
Viktoria Köln,1985-06-30
Bonner SC,1980-06-30
Fortuna Köln,1976-06-30
Fortuna Köln,1974-06-30
BSK Zmaj Blato,1987-06-30
RNK Split,1981-06-30
First Vienna FC,1979-09-30
